subject,topic_id,window_from,window_to,rbo_sim,endpoint_drift,n_words_first,n_words_last,n_kept,n_removed,n_added,pct_kept,words_first,words_last,words_kept,words_added,words_removed
cs,10,2000–2005,2020–2025,0.145408,0.854592,31,15,4,27,11,12.9,"protocol, oblivious, quantum, anonymous, coin_flipping, communication, exchange, asynchronous, bias, email, fuzzy, message, multicast, party, spam, transfer, cleverer, clock, consensus, contract, contractual, disruptor, electronic, mistrustful, multiparty, randomness, rmp, signcryption, skype, ticker, trustcenter","bitcoin, blockchain, consensus, network, protocol, transaction, communication, byzantine, chain, ethereum, message, miner, trust, ledger, node","communication, consensus, message, protocol","bitcoin, blockchain, byzantine, chain, ethereum, ledger, miner, network, node, transaction, trust","anonymous, asynchronous, bias, cleverer, clock, coin_flipping, contract, contractual, disruptor, electronic, email, exchange, fuzzy, mistrustful, multicast, multiparty, oblivious, party, quantum, randomness"
cs,11,2000–2005,2020–2025,0.383662,0.616338,40,15,5,35,10,12.5,"market, price, return, bestseller, bundle, eurodollar, negotiation, retailing, rho, trader, trading, 1990, agent, aggregate, asa, bandwidth, choice, consumer, contract, customer, decision, decision_maker, elicitation, foreign_exchange, forex, investment, monetary, mssp, optimal, parrondo, policy, resource_allocation, retail, shell, shop, stock, strat, strategy, unichain, universalization","market, policy, price, reinforcement_learning, reward, auction, online, optimal, offline, algorithm, preference, customer, llm, pricing, risk","customer, market, optimal, policy, price","algorithm, auction, llm, offline, online, preference, pricing, reinforcement_learning, reward, risk","1990, agent, aggregate, asa, bandwidth, bestseller, bundle, choice, consumer, contract, decision, decision_maker, elicitation, eurodollar, foreign_exchange, forex, investment, monetary, mssp, negotiation"
cs,12,2000–2005,2020–2025,0.151835,0.848165,32,13,3,29,10,9.38,"network, neural_network, neuron, systolic, interneuron, disruption, memory, tip_tongue, tot, algorithm, attractor, brownian_motion, diffused, feedforward, function, gravitational, interneron, layered, link, milky, nnamm, nonlinear, particle, plasticity, propagation, regularization, semiclassical, signal, smoothed, supermassive_black, weight, x1000","architecture, deep, layer, network, neural, neural_network, training, weight, accuracy, deep_learning, activation, convolutional, pruning","network, neural_network, weight","accuracy, activation, architecture, convolutional, deep, deep_learning, layer, neural, pruning, training","algorithm, attractor, brownian_motion, diffused, disruption, feedforward, function, gravitational, interneron, interneuron, layered, link, memory, milky, neuron, nnamm, nonlinear, particle, plasticity, propagation"
cs,13,2000–2005,2020–2025,0.412196,0.587804,30,16,6,24,10,20.0,"function, distance, dfw_transform, metalevel_evidence, rbf, space, strand, belief, rbfs, similarity, agent, broad_range, cooccurrence, detection, devise, dfw, distributional, fold, fractional, introduction, measure, metric, outli, outlier, proxy, radial_basis, soe1, subspace, unseen, winkler","distance, function, measure, metric, similarity, space, dnn, score, category, continuous, differential, aesthetic, type, discrete, distortion, uniformity","distance, function, measure, metric, similarity, space","aesthetic, category, continuous, differential, discrete, distortion, dnn, score, type, uniformity","agent, belief, broad_range, cooccurrence, detection, devise, dfw, dfw_transform, distributional, fold, fractional, introduction, metalevel_evidence, outli, outlier, proxy, radial_basis, rbf, rbfs, soe1"
cs,14,2000–2005,2020–2025,0.101068,0.898932,27,16,5,22,11,18.52,"site, web, success, internet, lab, navigation, service, student, wum, applet, babar, cdn, company, content, museum, plata, search_engine, community, dns, identifier, online, report, slac, track, web_page, website, workshop","content, course, education, student, teacher, online, university, web, skill, teaching, experience, learning, chatgpt, llm, team, workshop","content, online, student, web, workshop","chatgpt, course, education, experience, learning, llm, skill, teacher, teaching, team, university","applet, babar, cdn, community, company, dns, identifier, internet, lab, museum, navigation, plata, report, search_engine, service, site, slac, success, track, web_page"
cs,15,2000–2005,2020–2025,0.517916,0.482084,17,14,8,9,6,47.06,"constraint, language, logic, program, programming, rule, semantic, prolog, termination, calculus, grammar, disjunctive, isabelle, negation, nonmonotonic, reasoning, theory","language, logic, program, proof, semantic, tree, type, algorithm, rule, order, calculus, constraint, logical, programming","calculus, constraint, language, logic, program, programming, rule, semantic","algorithm, logical, order, proof, tree, type","disjunctive, grammar, isabelle, negation, nonmonotonic, prolog, reasoning, termination, theory"
cs,16,2000–2005,2020–2025,0.549929,0.450071,29,17,6,23,11,20.69,"database, query, datum, maintenance, aggregate, index, view, xml, join, mydb, relational_database, sdss, stock_market, subexpression, warehouse, acquaintance, atlas, casjob, dag, dpg, dpg_join, integrity, knot, object, proxy, schema, sdm, sloan_digital_sky, tableaux","database, datum, graph, query, sql, index, join, schema, skyline, rdf, store, llm, msync, nosql, parquet, relational, xpath","database, datum, index, join, query, schema","graph, llm, msync, nosql, parquet, rdf, relational, skyline, sql, store, xpath","acquaintance, aggregate, atlas, casjob, dag, dpg, dpg_join, integrity, knot, maintenance, mydb, object, proxy, relational_database, sdm, sdss, sloan_digital_sky, stock_market, subexpression, tableaux"
cs,17,2000–2005,2020–2025,0.289968,0.710032,38,13,7,31,6,18.42,"classifier, algorithm, datum, classification, training, anti_spam, categorical, corpus, granite, learner, learning, noun_phrase, redescription, anmi, asa, bayesian, class, context, cost, dataset, eeg, exemplar, filter, gas_turbine, knn, motley, naive, naive_baye, near_neighbor, near_neighbour, nnr, portuguese, senseval, tagger, thai, transformation, word_sense_disambiguation, wsd","class, classification, dataset, datum, image, label, learning, sample, training, classifier, augmentation, distribution, llm","class, classification, classifier, dataset, datum, learning, training","augmentation, distribution, image, label, llm, sample","algorithm, anmi, anti_spam, asa, bayesian, categorical, context, corpus, cost, eeg, exemplar, filter, gas_turbine, granite, knn, learner, motley, naive, naive_baye, near_neighbor"
cs,18,2000–2005,2020–2025,0.107912,0.892088,33,15,7,26,8,21.21,"coexistence, cooperator, core, invasion, prisoner_dilemma, spatial, video, cooperation, cooperator_defector, defector, detector, dynamic, executable, faye, frame, hmmd, indexing, land, motion, nowak, object_detection, point, prisoner_dilemma_game, reduct, semi, sequence, spatial_temporal, stability, stream, temporal, teruti, thespatial, viewpoint","action, dataset, frame, motion, temporal, video, visual, recognition, image, information, network, fusion, dynamic, spatial, stream","dynamic, frame, motion, spatial, stream, temporal, video","action, dataset, fusion, image, information, network, recognition, visual","coexistence, cooperation, cooperator, cooperator_defector, core, defector, detector, executable, faye, hmmd, indexing, invasion, land, nowak, object_detection, point, prisoner_dilemma, prisoner_dilemma_game, reduct, semi"
cs,19,2000–2005,2020–2025,0.314425,0.685575,33,19,7,26,12,21.21,"sequence, algorithm, speech_recognition, compression, fst, speech, transcription, trigram, word, barnacle, forkstack, input, lfi, planck, assay, chromosome, context, dna, genomic, language, length, lossless_compression, ncd, perspicuous, primer, protein, recognizer, sbe, sbh, subsequence, transcript, triplet, vocabulary","asr, sequence, speaker, speech, speech_recognition, training, utterance, voice, end, acoustic, audio, context, datum, language, llm, compression, long, token, word","compression, context, language, sequence, speech, speech_recognition, word","acoustic, asr, audio, datum, end, llm, long, speaker, token, training, utterance, voice","algorithm, assay, barnacle, chromosome, dna, forkstack, fst, genomic, input, length, lfi, lossless_compression, ncd, perspicuous, planck, primer, protein, recognizer, sbe, sbh"
cs,20,2000–2005,2020–2025,0.482193,0.517807,21,12,8,13,4,38.1,"complexity, function, quantum, theory, algorithm, class, polynomial, group, set, algebraic, boolean, tower, aixi, bhlevel, circularity, csp, homology, lattice, noi, proof, pushpush","algorithm, class, complexity, finite, function, graph, polynomial, set, automata, theory, boolean, mathbb_mathbb","algorithm, boolean, class, complexity, function, polynomial, set, theory","automata, finite, graph, mathbb_mathbb","aixi, algebraic, bhlevel, circularity, csp, group, homology, lattice, noi, proof, pushpush, quantum, tower"
cs,21,2000–2005,2020–2025,0.114472,0.885528,31,17,7,24,10,22.58,"protocol, voting, candidate, coalitional, manipulation, election, excitation, multiagent, pattern, presynaptic, spin_glass, voter, algorithm, biological, clock, clock_synchronization, criticality, cup, electoral, fault, faulty, hard, neuron, phase, plasticity, procedure, register, repair, spike, transient, unweighted","brain, neuron, snn, spike, voter, cell, synaptic, voting, election, biological, neural_network, phase, rule, ballot, committee, layout, neural","biological, election, neuron, phase, spike, voter, voting","ballot, brain, cell, committee, layout, neural, neural_network, rule, snn, synaptic","algorithm, candidate, clock, clock_synchronization, coalitional, criticality, cup, electoral, excitation, fault, faulty, hard, manipulation, multiagent, pattern, plasticity, presynaptic, procedure, protocol, register"
cs,22,2000–2005,2020–2025,0.411936,0.588064,27,13,8,19,5,29.63,"design, development, interface, language, software, tool, datum, debugging, grammar, code, gui, statechart, testsuite, activity, annotation, atlas, cad, comodi, debian, dsls, instrumentation, object, package, project, requirement, speech, unicore","code, datum, design, developer, development, software, tool, project, test, llm, language, quality, visualization","code, datum, design, development, language, project, software, tool","developer, llm, quality, test, visualization","activity, annotation, atlas, cad, comodi, debian, debugging, dsls, grammar, gui, instrumentation, interface, object, package, requirement, speech, statechart, testsuite, unicore"
cs,23,2000–2005,2020–2025,0.196351,0.803649,30,14,4,26,10,13.33,"cluster, parallel, memory, processor, mpd, race, simd, algorithm, ap1000, mpi, recplay, semaphore, weave, workstation, adf95, centrosymmetric, collective, communication, cpu, heisenbug, jspp, moedas, netbsd, noncontiguous, operation, processing, psc94, pvfs, recompilation, xslt","computation, datum, gpu, kernel, memory, parallel, algorithm, inference, efficient, training, cluster, llm, core, precision","algorithm, cluster, memory, parallel","computation, core, datum, efficient, gpu, inference, kernel, llm, precision, training","adf95, ap1000, centrosymmetric, collective, communication, cpu, heisenbug, jspp, moedas, mpd, mpi, netbsd, noncontiguous, operation, processing, processor, psc94, pvfs, race, recompilation"
cs,24,2000–2005,2020–2025,0.01428,0.98572,30,34,2,28,32,6.67,"factored, factorization, lattice, backing, katz, mixture, parallel, acwd, administrator, average, axon, chess, consignation, coset, depot, diachronic, ensemble, event, filter, filtering, hfd, language, ldpc, matrix, obsolescence, obsolescent, path, polysemy, rule, weight","filter, tensor, decomposition, biclustering, dark_matter, ensemble, galaxy, bicluster, bridge, individual, llm, transferability, cad, climatesom, completion, cosmological, ctrf, cypher4bim, dataset, fake_news, getd, hedge, ifc, inversion, itensor, lmtn, multipar, multiway, nela, observatory, photometric_redshift, simbig, tatd, tucker","ensemble, filter","bicluster, biclustering, bridge, cad, climatesom, completion, cosmological, ctrf, cypher4bim, dark_matter, dataset, decomposition, fake_news, galaxy, getd, hedge, ifc, individual, inversion, itensor","acwd, administrator, average, axon, backing, chess, consignation, coset, depot, diachronic, event, factored, factorization, filtering, hfd, katz, language, lattice, ldpc, matrix"
cs,25,2000–2005,2020–2025,0.115149,0.884851,38,17,5,33,12,13.16,"dialog, prosodic, protein, das, feeling, interaction, mixed_initiative, prosody, audio, automatic, chatbot, conversation, conversational, disguised, eiav, extractable, fia, floor, folded, folding, foreign, greeting, hiv, hydrophilic, lentiviruse, monomer, nucleic_acid, partial, participant, protein_protein, recalcitrant, rna, site, speech, teaching, tetrahedron, voicexml, word","conversation, conversational, explanation, feedback, human, response, chatbot, dialog, dialogue, advice, language, llm, errp, protein, rating, sticker, utterance","chatbot, conversation, conversational, dialog, protein","advice, dialogue, errp, explanation, feedback, human, language, llm, rating, response, sticker, utterance","audio, automatic, das, disguised, eiav, extractable, feeling, fia, floor, folded, folding, foreign, greeting, hiv, hydrophilic, interaction, lentiviruse, mixed_initiative, monomer, nucleic_acid"
cs,26,2000–2005,2020–2025,0.512706,0.487294,28,15,9,19,6,32.14,"edge, graph, vertex, algorithm, planar, tree, node, rectilinear_drawing, weight, hamilton, bipartite, bit, cycle, degree, digraph, drawing, eqrank, hbox_hbox, hypernodal, karger_motwani_sudan, minimum, network, path, quad, quadrilateral_mesh, rectilinear, short_path, toroidal","algorithm, edge, graph, network, node, subgraph, vertex, gnn, structure, planar, representation, degree, hypergraph, path, set","algorithm, degree, edge, graph, network, node, path, planar, vertex","gnn, hypergraph, representation, set, structure, subgraph","bipartite, bit, cycle, digraph, drawing, eqrank, hamilton, hbox_hbox, hypernodal, karger_motwani_sudan, minimum, quad, quadrilateral_mesh, rectilinear, rectilinear_drawing, short_path, toroidal, tree, weight"
cs,27,2000–2005,2020–2025,0.364218,0.635782,28,14,8,20,6,28.57,"document, information, retrieval, text, dialogue, keyphrase, web, content, genex, irex, personalization, act, algorithm, annotation, anti_spam, apweb, germanet, patent, pipe, recommender, saten, scripted, semantic, summarization, talkmine, topic, voicexml, xml","dataset, dialogue, document, information, item, recommendation, recommender, retrieval, text, topic, llm, news, summarization, language","dialogue, document, information, recommender, retrieval, summarization, text, topic","dataset, item, language, llm, news, recommendation","act, algorithm, annotation, anti_spam, apweb, content, genex, germanet, irex, keyphrase, patent, personalization, pipe, saten, scripted, semantic, talkmine, voicexml, web, xml"
cs,28,2000–2005,2020–2025,0.30033,0.69967,34,16,7,27,9,20.59,"code, file, convolutional, distance, error, httpfs, stabilizer, algebraic, binary, clifford, curve, interleaver, length, preparata, repair, alien, appending, bch, bec, channel, codeword, directory, dual, goethal, goppa, httpf, kerdock, mds, parity_check, perp, quantum, remote, speech, winnt","binary, code, construction, decoder, error, polar_code, linear, quantum, codeword, length, repair, llm, rate, ldpc_code, list, storage","binary, code, codeword, error, length, quantum, repair","construction, decoder, ldpc_code, linear, list, llm, polar_code, rate, storage","algebraic, alien, appending, bch, bec, channel, clifford, convolutional, curve, directory, distance, dual, file, goethal, goppa, httpf, httpfs, interleaver, kerdock, mds"
cs,29,2000–2005,2020–2025,0.047413,0.952587,30,12,2,28,10,6.67,"accordant, capability, cause, common, computer, counterpart, cryptanalysis, detecting, effect, entrenchment, epistemic, gardenfor, generalization, hide, highlight, inference, key, limitation, makinson, partial, preferential, principal, program, sceptical, steganalysis, steganographic, steganography, stego, term, unicity","causal, datum, effect, observational, treatment, variable, vehicle, driver, inference, intervention, road, discovery","effect, inference","causal, datum, discovery, driver, intervention, observational, road, treatment, variable, vehicle","accordant, capability, cause, common, computer, counterpart, cryptanalysis, detecting, entrenchment, epistemic, gardenfor, generalization, hide, highlight, key, limitation, makinson, partial, preferential, principal"
cs,30,2000–2005,2020–2025,0.057297,0.942703,37,15,5,32,10,13.51,"baldwin_effect, cle, community, evolvability, grammar, pressure, xtag, ant, blame, ingrained, marginal, organism, people, responsibility, thing, thread, agent, ant_colony, avida, bias, blogalia, cellulat, epistemic, evolution, group, hboa, icann, intracellular, lamarckian, network, neutrality, population, social, srs, swarm, tip_tongue, transmission","bias, fairness, group, individual, opinion, social, community, network, datum, gender, political, llm, human, information, language","bias, community, group, network, social","datum, fairness, gender, human, individual, information, language, llm, opinion, political","agent, ant, ant_colony, avida, baldwin_effect, blame, blogalia, cellulat, cle, epistemic, evolution, evolvability, grammar, hboa, icann, ingrained, intracellular, lamarckian, marginal, neutrality"
cs,31,2000–2005,2020–2025,0.019279,0.980721,38,17,4,34,13,10.53,"algorithm, cache_miss, cmp, particle, rbf, spin, bkm, computational, dispersion, fluid, fm2, grid, infallible, parallel, physical, thickness, boundary, boundary_knot_bkm, bpm, conductance, cyborg_astrobiologist, desynchronization, dynamic, fermionic, fm1, fractional, fuzzy, lgca, mesh, mpd, nanotube_magnetic, nonmagnetic, optic, reciprocity, stencil, surface, syzygy, tlca","datum, material, molecular, neural_network, physics, field, flow, mesh, molecule, structure, numerical, design, pde, physical, dynamic, property, surface","dynamic, mesh, physical, surface","datum, design, field, flow, material, molecular, molecule, neural_network, numerical, pde, physics, property, structure","algorithm, bkm, boundary, boundary_knot_bkm, bpm, cache_miss, cmp, computational, conductance, cyborg_astrobiologist, desynchronization, dispersion, fermionic, fluid, fm1, fm2, fractional, fuzzy, grid, infallible"
cs,32,2000–2005,2020–2025,0.342158,0.657842,37,17,4,33,13,10.81,"language, english, text, corpus, web, annotation, metaphone, neca, patent, switchboard, tdt2, amharic, anaphora, anusaaraka, articulatory, ellogon, encyclopedia, expression, formant, handle, immune, indian, inversion, japanese, javarap, olac, olac_metadata, phonetic, phonetical, piro, pmi, rap, resource, searle, supervisory, translation, vowel","dataset, english, language, multilingual, text, datum, translation, generation, machine_translation, llm, multimodal, neural, benchmark, bert, cross_lingual, instruction, nmt","english, language, text, translation","benchmark, bert, cross_lingual, dataset, datum, generation, instruction, llm, machine_translation, multilingual, multimodal, neural, nmt","amharic, anaphora, annotation, anusaaraka, articulatory, corpus, ellogon, encyclopedia, expression, formant, handle, immune, indian, inversion, japanese, javarap, metaphone, neca, olac, olac_metadata"
cs,33,2000–2005,2020–2025,0.220392,0.779608,34,15,7,27,8,20.59,"player, game, strategy, bezi_curve, conll, peg, peg_solitaire, barney, payoff, relief, wilma, wolf, awesome, beacon, chaotic, duotaire, equilibria, equilibrium, geu, hat, intersection, lagrangian, multiagent, nash_equilibrium, nim, opponent, parrondo, phutball, ravikumar, strategic, telecommunications_act, theory, utility, valuation","agent, algorithm, equilibrium, game, nash_equilibrium, payoff, player, strategy, sum, strategic, team, coalition, follower, llm, shapley","equilibrium, game, nash_equilibrium, payoff, player, strategic, strategy","agent, algorithm, coalition, follower, llm, shapley, sum, team","awesome, barney, beacon, bezi_curve, chaotic, conll, duotaire, equilibria, geu, hat, intersection, lagrangian, multiagent, nim, opponent, parrondo, peg, peg_solitaire, phutball, ravikumar"
cs,34,2000–2005,2020–2025,0.265871,0.734129,35,12,4,31,8,11.43,"motion, robot, rotation, space, topological, dihedral, environment, instability, surface, camera, chain, curvature, dim, distortion, floor_plan, gauss, gestural, heirarchical, manipulator, metamorphic, mobile, multiagent, neotaxis, novelty, planner, polymer, projective, proteo, radial_distortion, representation, rolling_shutter, sonar, stimulus, taubin, webotstm","camera, environment, motion, object, pose, robot, trajectory, estimation, human, navigation, robotic, planning","camera, environment, motion, robot","estimation, human, navigation, object, planning, pose, robotic, trajectory","chain, curvature, dihedral, dim, distortion, floor_plan, gauss, gestural, heirarchical, instability, manipulator, metamorphic, mobile, multiagent, neotaxis, novelty, planner, polymer, projective, proteo"
cs,35,2000–2005,2020–2025,0.179603,0.820397,44,14,3,41,11,6.82,"irr, merging, representation, domain, elog, icmaus, meyer, neutrality, pre, report, rescaling, self, word_sense_disambiguation, action, adaptation, algorithm, ando, category, conflict, correction, document, extremal, freeware, gamma, grammar_induction, grid, indexing_lsi, infobase, invariant, lazyboosting, level, lsi, ontology, processing, reworking, scaleable, semantic, sp70, spohn, track, uniformity, vocational, wrapper, wsd","dataset, domain, image, representation, visual, semantic, shot, training, learning, target, text, diffusion, generation, network","domain, representation, semantic","dataset, diffusion, generation, image, learning, network, shot, target, text, training, visual","action, adaptation, algorithm, ando, category, conflict, correction, document, elog, extremal, freeware, gamma, grammar_induction, grid, icmaus, indexing_lsi, infobase, invariant, irr, lazyboosting"
cs,36,2000–2005,2020–2025,0.305828,0.694172,33,17,7,26,10,21.21,"scientific, technology, vrml, collaboratorie, corr, datum, field, communicative, electronic, forum, information, intelligence, los_alamos, noncontiguous, science, access, archive, article, cable, citation, communication, cscw, cybercar, development, eqrank, fis, flint, healthgrid, internet, lap, lifemapper, policy, subsumption","datum, field, technology, human, scientific, survey, development, review, science, artificial_intelligence, citation, llm, network, publication, city, journal, potential","citation, datum, development, field, science, scientific, technology","artificial_intelligence, city, human, journal, llm, network, potential, publication, review, survey","access, archive, article, cable, collaboratorie, communication, communicative, corr, cscw, cybercar, electronic, eqrank, fis, flint, forum, healthgrid, information, intelligence, internet, lap"
cs,37,2000–2005,2020–2025,0.389485,0.610515,24,14,9,15,5,37.5,"program, quantum, classical, computer, debugger, computation, execution, gate, language, quantum_circuit, entanglement, materialist, qma, algorithm, arthur_merlin_games, circuit, debugging, dirac, error, ginac, luxdbg, mercury, protocol, qubit","algorithm, circuit, classical, program, quantum, quantum_circuit, qubit, verification, bug, gate, synthesis, computing, execution, specification","algorithm, circuit, classical, execution, gate, program, quantum, quantum_circuit, qubit","bug, computing, specification, synthesis, verification","arthur_merlin_games, computation, computer, debugger, debugging, dirac, entanglement, error, ginac, language, luxdbg, materialist, mercury, protocol, qma"
cs,38,2000–2005,2020–2025,0.366796,0.633204,30,15,4,26,11,13.33,"channel, communication, distortion, rate, bit, bound, commitment, achievable_rate, capacity, mmse, multichannel, quantizer, row_column, sender_receiver, string, discrete_memoryless, franklin, letter, message, multicast, pulse, qstbc, quantum, receiver, relativistic, scheme, secure, supply, tuple, yung","antenna, channel, communication, rate, scheme, transmission, wireless, ris, csi, irs, mimo, network, noma, power, quantization","channel, communication, rate, scheme","antenna, csi, irs, mimo, network, noma, power, quantization, ris, transmission, wireless","achievable_rate, bit, bound, capacity, commitment, discrete_memoryless, distortion, franklin, letter, message, mmse, multicast, multichannel, pulse, qstbc, quantizer, quantum, receiver, relativistic, row_column"
