subject,topic_id,top_words
cs,13,"metric, function, continuous, space, type, similarity, measure, discrete, dnn, distance, autoregressive, score, differential, functional, category, neural_network_dnn, monocular, distortion, difference, optimizer"
cs,14,"student, content, web, teacher, skill, education, online, course, team, competition, experience, track, site, website, university, curriculum, climate, imbalance, digital, page"
cs,15,"tree, logic, rule, order, constraint, programming, type, structure, semantic, proof, set, property, program, language, explainable, decision, theory, operator, extension, string"
cs,16,"query, database, index, datum, uav, relational, engine, expansion, sql, schema, harmful, interactive, chaotic, indexing, crash, steering, migration, support, hash, range"
cs,17,"datum, dataset, training, classification, learning, sample, label, class, accuracy, classifier, synthetic, distribution, augmentation, prediction, machine_learning, test, real_world, machine, selection, set"
cs,18,"video, temporal, frame, spatial, fusion, resolution, dynamic, dataset, stream, attention_mechanism, action, information, visual, motion, super_resolution, spatial_temporal, spatio_temporal, spatiotemporal, quality, module"
cs,19,"sequence, speech, compression, long, context, length, speaker, input, end, encoder, output, voice, segment, automatic, rate, speech_recognition, window, error, token, short"
cs,20,"class, complexity, polynomial, set, theory, finite, function, property, proof, family, theorem, non, linear, notion, complete, algebraic, group, size, permutation, infinite"
cs,21,"phase, cell, coverage, layout, neuron, brain, biological, candidate, artificial, defect, weight, snn, voting, spike, momentum, single, ann, pattern, stroke, vertical"
cs,22,"design, tool, software, development, test, open_source, project, quality, developer, testing, interface, visualization, hallucination, requirement, specific, practice, library, workflow, generation, pipeline"
cs,23,"memory, inference, parallel, cluster, efficient, computation, gpu, kernel, fast, clustering, efficiency, speed, precision, core, bert, size, accuracy, datum, operation, computational"
cs,24,"ensemble, decomposition, filter, mode, tensor, latent_space, filtering, transferability, inversion, factorization, fake_news, transferable, prevalence, train, bridge, particle, cad, red, hsi, textbf_textbf"
cs,25,"response, feedback, explanation, conversation, conversational, protein, radar, human, participant, assistant, loop, chatbot, cross_lingual, quality, rating, reflection, judgment, turn, dialog, subjective"
cs,26,"graph, node, edge, vertex, path, structure, degree, subgraph, cycle, tree, set, structural, bipartite, hypergraph, neighbor, maximum, algorithm, cut, planar, property"
cs,27,"retrieval, recommendation, document, information, dataset, item, topic, dialogue, content, relevant, recommender, summary, summarization, relevance, legal, taxonomy, context, quality, domain, annotation"
cs,28,"code, source, error, binary, anomaly_detection, anomaly, domain_adaptation, construction, file, block, rate, decoder, repair, coding, length, weight, dual, redundancy, anomalous, linear"
cs,29,"causal, vehicle, variable, effect, identification, completion, road, discovery, tracking, association, driver, treatment, proxy, autonomous_vehicle, intervention, datum, inference, tracker, relationship, scenario"
cs,30,"bias, group, social, fairness, individual, community, population, effect, behavior, contrastive, influence, fair, impact, opinion, finding, diversity, meta, factor, negative, attribute"
cs,31,"flow, physics, material, field, physical, dynamic, property, structure, design, element, surface, mesh, molecular, numerical, boundary, modeling, temperature, computational, energy, optical"
cs,32,"language, text, multimodal, generation, dataset, modality, benchmark, token, instruction, vision_language, translation, resource, datum, multilingual, quality, english, textual, natural_language, capability, pre"
cs,33,"game, strategy, player, equilibrium, counterfactual, utility, curve, strategic, seed, theory, profile, sam, nash_equilibrium, cooperative, crop, payoff, asymmetric, outcome, shapley, information"
cs,34,"robot, motion, trajectory, estimation, robotic, environment, map, navigation, pose, camera, real, path, perception, planning, dynamic, geometric, autonomous, surface, contact, position"
cs,35,"representation, domain, visual, image, generation, semantic, generative, shot, target, fine_tuning, multi, extensive, training, learning, dataset, self, specific, aware, cross, fine"
cs,36,"field, technology, survey, development, scientific, science, potential, area, review, artificial_intelligence, comprehensive, datum, article, researcher, impact, direction, literature, machine, open, perspective"
cs,37,"quantum, program, verification, classical, circuit, specification, synthesis, computer, execution, bug, symbolic, trace, gate, abstraction, surgical, computing, hybrid, qubit, input, tool"
cs,38,"channel, communication, scheme, rate, bit, power, transmission, quantization, wireless, interference, capacity, design, information, signal, multi, antenna, receiver, optimal, access, gain"
cs,39,"distribution, probability, uncertainty, random, probabilistic, information, bayesian, stochastic, entropy, statistical, bound, threshold, conditional, rate, error, measure, theory, region, variable, limit"
cs,40,"object, search, scene, shape, manipulation, space, instance, centric, occlusion, box, proposal, composition, category, compositional, part, rigid, primitive, affordance, grounding, robotic_manipulation"
cs,41,"signal, noise, audio, frequency, spectral, gnn, music, noisy, sound, lstm, acoustic, separation, asr, eeg, processing, source, enhancement, blind, domain, denoising"
cs,42,"matrix, linear, sparse, dimensional, vector, rank, estimation, gaussian, regression, space, datum, non, estimator, sample, dimension, error, subspace, manifold, projection, approximation"
cs,43,"attention, transformer, local, structure, global, hierarchical, level, information, self, module, scale, multi, semantic_segmentation, dependency, structural, head, aggregation, architecture, block, token"
cs,44,"optimization, gradient, convergence, algorithm, objective, function, learning, loss, adaptive, rate, constraint, step, optimal, iteration, stochastic, training, convex, regularization, theoretical, efficient"
cs,45,"adversarial, robustness, sensor, robust, localization, failure, measurement, calibration, accuracy, detection, perturbation, location, error, satellite, condition, fault, monitoring, reliability, environment, reliable"
cs,46,"medical, clinical, patient, face, deep_learning, disease, diagnosis, accuracy, health, brain, healthcare, assessment, diagnostic, detection, mri, dataset, risk, facial, classification, imaging"
cs,47,"control, prompt, safety, controller, safe, stability, dynamic, soft, stable, aerial, force, constraint, condition, adaptive, design, predictive, terrain, template, flight, uavs"
cs,48,"attack, security, event, detection, vulnerability, defense, threat, key, secure, adversarial_attack, malicious, scheme, adversary, attacker, vulnerable, signature, risk, mechanism, authentication, cyber"
cs,49,"resource, energy, device, cost, latency, efficient, efficiency, hardware, edge, computing, cloud, power, architecture, design, real, deployment, scheduling, datum, computational, storage"
math,0,"theory, proof, theorem, property, mathematical, classical, concept, logic, notion, article, tool, principle, way, version, geometry, question, context, note, fundamental, idea"
math,1,"matrix, symmetric, block, product, eigenvalue, factorization, diagonal, linear, entry, determinant, hermitian, real, skew, vector, eigenvector, singular, nonnegative, row, form, column"
math,2,"algebra, algebras, mathfrak, mathfrak_mathfrak, module, lie_algebra, type, affine, commutative, lie, representation, cluster, finite, dimensional, quiver, derivation, subalgebra, structure, nilpotent, non"
math,3,"rank, tensor, decomposition, trace, super, noncommutative, completion, foliation, tensor_product, property, cocycle, clifford, leaf, superalgebra, kronecker, lie_superalgebra, theorem, factor, product, otime"
math,4,"group, action, finite, subgroup, abelian, automorphism, cyclic, equivariant, class, quotient, lie_group, non, fundamental, compact, element, product, property, infinite, type, isomorphic"
math,5,"ring, ideal, module, resolution, regular, mixed, property, depth, cross, multiplicity, generator, betti, privacy, gorenstein, minimal, hilbert, oscillator, monomial, persistence, condition"
math,6,"mathbb_mathbb, mathbb, infty, partial, subset, int, infty_infty, big, dot, times, partial_partial, rightarrow, mathbb_times, bar, nabla, quad, geq_geq, dot_dot, big_big, frac_sqrt"
math,7,"conjecture, knot, homology, link, sphere, simplicial, torus, proof, counterexample, triangulation, manifold, complement, bridge, morse, surgery, version, topological, filtration, obstruction, slope"
math,8,"graph, vertex, edge, tree, cycle, degree, maximum, minimum, set, complete, size, class, regular, triangle, planar, chromatic, subgraph, color, order, digraph"
math,9,"structure, differential, connection, geometry, contact, geometric, form, transformation, poisson, manifold, spin, integrable, canonical, construction, compatible, groupoid, bundle, natural, hierarchy, lie"
math,10,"elliptic, spherical, interpolation, transform, support, tropical, channel, newton, hermite, hurwitz, fan, imaging, lagrange, inexact, pencil, input_output, cylindrical, randomness, secondary, smoothing"
math,11,"stability, stochastic, linear, nonlinear, control, periodic, condition, diffusion, stable, differential, dynamical, dynamic, non, perturbation, optimal_control, noise, class, coefficient, existence, continuous"
math,12,"datum, network, inverse, multi, neural_network, source, training, frequency, measurement, reconstruction, layer, machine, signal, image, dataset, real_world, deep, gradient_descent, shape, speed"
math,13,"frac, right, text, log, leq, frac_frac, geq, sqrt, leq_leq, end, log_log, geq_geq, max, left, constant, star, min, sqrt_sqrt, interval, exp"
math,14,"ell, semigroup, cdot, ell_ell, cdot_cdot, fraction, ldot, separation, ldots, tuple, subseteq_mathbb, diophantine, cup, neq, cap, dilation, irrational, envelope, regularizer, coarse"
math,15,"invariant, theory, pair, dual, duality, deformation, normal, correspondence, twisted, hilbert, gauge, form, string, topological, invariance, anti, term, delta, real, relation"
math,16,"code, binary, distance, sub, delay, neural, linear, mbox, array, regret, simplex, reward, label, end_array, textbf, identifiability, activation, neuron, ordering, length"
math,17,"algorithm, optimal, control, cost, design, optimization, policy, uncertainty, robust, agent, information, strategy, input, efficient, decision, constraint, communication, power, learning, search"
math,18,"index, series, entropy, word, length, factor, relative, topological, shift, complexity, dynamical, infinite, property, recurrence, finite, bernoulli, fibonacci, irregular, recurrent, backslash"
math,19,"energy, flow, limit, phase, particle, potential, field, interaction, fluid, mass, density, velocity, motion, dynamic, temperature, body, dimensional, equilibrium, non, regime"
math,20,"field, representation, characteristic, extension, finite, character, irreducible, prime, quadratic, galois, odd, group, primitive, class, form, frobenius, split, degree, non, unitary"
math,21,"polynomial, degree, permutation, coefficient, combinatorial, root, orthogonal, pattern, basis, variable, hat, term, identity, formula, type, symmetric, generating_function, bijection, certain, family"
math,22,"approximation, numerical, error, order, accuracy, convergence, scheme, discretization, algorithm, finite_element, linear, pde, step, efficient, approximate, solver, basis, computation, theoretical, element"
math,23,"path, game, threshold, player, strategy, perfect, hypergraph, matching, equilibrium, rule, cut, core, independence, market, nash_equilibrium, crystal, fusion, round, mean, hypercube"
math,24,"mathcal_mathcal, mathcal, operatorname, mathcal_mathcal_mathcal_mathcal, varphi, tilde, subseteq, widetilde, subset, tilde_tilde, opinion, circ, family, colon, approx, bbb_bbb, cong, cap, widetilde_widetilde, bullet"
math,25,"manifold, metric, hyperbolic, compact, volume, geodesic, cone, curvature, riemannian_manifold, non, rigidity, hler, theorem, riemannian, positive, geometry, closed, complete, space, smooth"
math,26,"variety, algebraic, cohomology, rational, theorem, arithmetic, adic, conjecture, theory, hodge, field, class, height, period, motivic, modular_form, formal, characteristic, proof, form"
math,27,"operator, spectral, spectrum, varepsilon, varepsilon_varepsilon, frame, hilbert_space, eigenvalue, differential, dirac, monotone, property, potential, class, symbol, composition, spectra, self_adjoint, resolvent, linear"
math,28,"configuration, cubic, modular, point, elliptic_curve, jacobian, covering, fold, cal, realization, cal_cal, quartic, mid, mirror, torsion, cover, intermediate, family, picard, parking"
math,29,"order, scheme, family, discrete, fractional, difference, semi, derivative, euler, finite, filter, property, implicit, continuous, explicit, type, wavelet, member, positivity, unconditional"
math,30,"set, point, measure, lattice, subset, finite, property, density, line, theorem, infinite, open, interval, intersection, plane, positive, convex, dense, real, minimal"
math,31,"dynamic, scale, numerical, mesh, cell, nonlinear, effect, grid, formulation, spatial, hybrid, variable, material, modeling, mode, response, physical, treatment, resource, mathematical"
math,32,"space, property, compact, quasi, topology, homogeneous, continuous, topological, theorem, banach_space, characterization, lipschitz, weak, banach, class, weakly, embedding, linear, notion, type"
math,33,"regularity, wave, existence, weak, nonlinear, parabolic, global, critical, space, condition, estimate, initial_datum, initial, nonlocal, non, term, type, assumption, uniqueness, strong"
math,34,"random, distribution, probability, measure, rate, limit, population, law, gaussian, markov, stochastic, asymptotic, convergence, stationary, random_walk, random_variable, moment, independent, correlation, density"
math,35,"vector, minimal, field, conformal, overline, curvature, hypersurface, surface, flat, space, mathscr, constant, mean_curvature, mathscr_mathscr, null, euclidean, boldsymbol, submanifold, spacetime, form"
math,36,"category, equivalence, module, functor, homotopy, object, theory, chain, matroid, structure, poset, morphism, notion, equivalent, categorical, construction, class, finite, relation, stable"
math,37,"dimension, dimensional, symmetry, mathbf, subspace, polytope, pseudo, classification, angle, reduction, face, net, coordinate, corner, polyhedral, underline, cube, projection, linear, facet"
math,38,"optimization, algorithm, convex, convergence, gradient, function, constraint, linear, iteration, non, objective, point, condition, sparse, stochastic, regularization, complexity, optimal, convergence_rate, quadratic"
math,39,"surface, curve, projective, singularity, smooth, genus, point, singular, plane, bundle, modulus_space, fiber, type, degree, line, holomorphic, class, stable, non, toric"
math,40,"function, partition, expansion, series, fouri, identity, mathbf_mathbf, term, mathsf, type, coefficient, class, real, zero, analytic, certain, property, variable, derivative, theorem"
math,41,"quantum, double, loop, transfer, classical, quantization, arrangement, walk, circuit, zeta, incidence, observable, hole, align, end_align, relation, end_align_align, varphi_varphi, observability, psl_mathbb"
math,42,"map, mapping, self, harmonic, circle, image, diagram, virtual, class, rotation, crossing, arc, slice, point, disk, homeomorphism, orientation, branch, holomorphic, cobordism"
math,43,"boundary, domain, boundary_condition, dirichlet, eigenvalue, laplacian, region, type, bounded, neumann, liouville, degenerate, elliptic, non, half, interior, eigenfunction, reflection, point, positive"
math,44,"inequality, estimate, bound, norm, kernel, type, sharp, uniform, function, sobolev, maximal, growth, constant, exponent, upper_bound, quantitative, hardy, optimal, boundedness, theorem"
math,45,"free, mathrm, orbit, element, monoid, mathrm_mathrm, braid, closure, signature, involution, class, artin, type, allocation, presentation, polar, divisible, pure, coxeter, mod"
math,46,"estimator, estimation, sample, distribution, datum, gaussian, test, statistical, regression, error, asymptotic, statistic, density, bayesian, observation, procedure, inference, noise, variance, rate"
math,47,"sum, sequence, integer, power, prime, square, moment, textit, multiplicative, form, positive_integer, term, additive, asymptotic, triple, average, controllability, rightarrow_rightarrow, odd, modulo"
math,48,"formula, integral, hamiltonian, symplectic, lagrangian, explicit, term, form, formulae, magnetic, tori, integration, terminal, recursion, class, type, exact, bsde, proof, expression"
math,49,"local, weight, global, analytic, weighted, poincar, inclusion, text_text, definable, wedge, non, bergman, neighborhood, circular, spec, liu, yang, mathop, lin, germ"
physics,0,"climate, atmospheric, event, wind, solar, global, region, ocean, atmosphere, weather, observation, cycle, datum, forecast, earth, period, activity, extreme, variability, cloud"
physics,1,"transition, atomic, level, line, clock, shift, mathrm, measurement, frequency, rydberg, ion, precision, lifetime, spectroscopy, experimental, effect, atom, constant, structure, hyperfine"
physics,2,"band, graphene, charge, transport, edge, metal, material, phonon, electronic, property, hole, electron, carrier, effect, gap, structure, defect, semiconductor, bulk, monolayer"
physics,3,"magnetic, spin, magnetic_field, field, effect, rotation, electric_field, electric, orientation, axis, magnetization, external, dipole, polarization, direction, angular_momentum, torque, resonance, coupling, strong"
physics,4,"function, matrix, approximation, term, order, exact, numerical, operator, analytical, linear, form, theory, non, integral, potential, limit, expansion, formula, finite, expression"
physics,5,"chiral, lens, mirror, meta, chirality, right, optic, descriptor, focal, holographic, display, hologram, fpga, aberration, twin, cbct, screen, bundle, left, point"
physics,6,"laser, pulse, electron, ray, intensity, thz, laser_pulse, ultrafast, generation, energy, free, source, short, temporal, power, intense, coherent, field, photon, pump"
physics,7,"distribution, correlation, stochastic, probability, random, function, trajectory, power_law, size, statistical, gaussian, statistic, mean, density, series, average, fluctuation, exponential, behavior, non"
physics,8,"interaction, body, particle, pair, long_range, separation, range, potential, binary, distance, short, strong, strength, workflow, effective, weak, coupling, boson, effect, inter"
physics,9,"diffusion, reaction, growth, rate, chemical, mechanism, molecular, kinetic, barrier, text, formation, concentration, specie, oxygen, transport, dynamic, reactive, chemistry, flame, chemical_reaction"
physics,10,"atom, trap, atomic, collision, optical, defect, diamond, ultracold, single, molecule, potential, lattice, cooling, gas, cold, interferometer, neutral, impurity, center, condensate"
physics,11,"noise, measurement, signal, error, uncertainty, estimation, frequency, precision, datum, sensitivity, calibration, accuracy, estimate, experimental, bias, correction, delay, phase, ratio, source"
physics,12,"dynamic, excitation, molecule, molecular, coupling, transfer, strong, field, energy, electron, vibrational, effect, exciton, ionization, excited, electronic, resonance, spectra, dependent, transition"
physics,13,"population, city, epidemic, datum, urban, risk, impact, disease, economic, country, pattern, mobility, level, infection, rate, policy, traffic, individual, effect, area"
physics,14,"datum, prediction, neural_network, dataset, training, machine, accuracy, physics, deep, learning, accurate, input, information, patient, tool, modeling, classification, potential, physical, experimental"
physics,15,"optical, spectral, light, detection, absorption, sample, measurement, spectra, sensitivity, spectroscopy, fiber, sensor, probe, wavelength, range, raman, spectrum, fluorescence, infrared, resolution"
physics,16,"surface, water, machine_learning, interface, adsorption, roughness, free, air, depth, interfacial, bulk, layer, ice, aqueous, methane, rough, effect, potential, molecule, area"
physics,17,"physics, science, student, scientific, development, review, concept, article, field, understanding, tool, knowledge, fundamental, language, course, physical, perspective, community, topic, theoretical"
physics,18,"device, power, control, voltage, channel, design, efficiency, circuit, electrical, resistance, electrode, coil, energy, operation, effect, gate, output, wire, transistor, characteristic"
physics,19,"layer, optical, film, plasmonic, nanoparticle, material, light, substrate, structure, thin_film, device, thickness, field, nanoscale, metal, enhancement, emitter, dielectric, polariton, nano"
physics,20,"cost, technology, energy, storage, design, environmental, scale, potential, development, capacity, environment, computing, precipitation, operation, processing, memory, resource, demand, co2, production"
physics,21,"symmetry, space, topological, dimensional, lattice, phase, structure, dynamic, dimension, periodic, geometric, non_hermitian, topology, hamiltonian, chaotic, localization, dynamical, symmetric, invariant, point"
physics,22,"cell, force, mechanical, motion, active, stress, membrane, dynamic, deformation, elastic, strain, particle, displacement, tissue, biological, soft, mechanism, behavior, shape, cellular"
physics,23,"optical, mode, cavity, photonic, frequency, waveguide, resonator, light, device, chip, fiber, loss, phase, coupling, microwave, generation, wavelength, design, single, photonic_crystal"
physics,24,"beam, accelerator, transverse, bunch, design, facility, electron, longitudinal, injection, particle, intensity, magnet, gan, profile, emittance, collider, source, charge, linear, space"
physics,25,"material, crystal, structure, property, structural, solid, carbon, composite, crystalline, microstructure, compound, lithium, composition, amorphous, organic, stability, ray, mechanical, alloy, plastic"
physics,26,"protein, star, dna, sequence, molecular, structure, loop, molecule, landscape, biological, stellar, site, dynamic, single, conformational, dislocation, drug, mechanism, ligand, conformation"
physics,27,"particle, liquid, droplet, dynamic, polymer, bubble, size, chain, contact, drop, interface, shape, force, effect, length, solid, capillary, ring, curvature, friction"
physics,28,"wave, frequency, polarization, amplitude, mode, propagation, oscillation, resonance, light, phase, effect, dispersion, modulation, field, resonant, angle, velocity, plane, direction, linear"
physics,29,"energy, electron, proton, particle, target, cross, ion, photon, collision, mass, decay, production, muon, heavy, ionization, gev, mev, range, experimental, charge"
physics,30,"ion, pressure, gas, mixture, pore, temperature, density, dust, battery, air, effect, condition, ionic, charge, thermal_conductivity, electrolyte, hydrogen, porous, mass, grain"
physics,31,"image, imaging, reconstruction, resolution, metasurface, field, phase, object, microscopy, spatial, contrast, pattern, tissue, quality, diffraction, ray, single, information, tomography, acquisition"
physics,32,"radiation, source, emission, dose, antenna, mri, radiative, damage, irradiation, radio, treatment, effect, rate, burst, therapy, ray, line, flash, scatter, fluence"
physics,33,"neutron, background, nuclear, dark_matter, search, dark, ice, mass, neutrino, reactor, nucleus, detection, nmr, sensitivity, shielding, source, bar, direct, interlayer, capture"
physics,34,"medium, acoustic, dielectric, metamaterial, propagation, material, electromagnetic, anisotropic, reflection, transmission, structure, property, plate, wave, field, effective, plane, design, fracture, elastic"
physics,35,"quantum, photon, classical, qubit, entanglement, single_photon, coherence, protocol, information, coherent, correlation, gate, circuit, single, light, pair, fidelity, computing, spin, emitter"
physics,36,"network, node, graph, structure, community, degree, link, dynamic, property, scale, information, random, edge, real_world, topology, temporal, connectivity, structural, social, algorithm"
physics,37,"group, social, agent, individual, dynamic, strategy, opinion, behavior, population, collective, human, cooperation, game, influence, generative, effect, information, decision, level, mechanism"
physics,38,"scale, turbulence, energy, turbulent, fluctuation, dissipation, kinetic, velocity, structure, cascade, scaling, closure, eddy, cnn, spectrum, mean, local, length, dimensional, range"
physics,39,"flow, fluid, velocity, vortex, wall, shear, reynold, pressure, jet, effect, layer, dynamic, structure, numerical, dimensional, channel, convection, viscosity, turbulent, regime"
physics,40,"nonlinear, stability, dynamic, self, soliton, linear, stable, instability, perturbation, nonlinearity, filament, regime, unstable, dynamical, feedback, bifurcation, formation, pattern, stochastic, critical"
physics,41,"energy, calculation, theory, cluster, molecular, potential, electron, electronic, molecule, density, orbital, density_functional, correlation, structure, functional, atom, ground, accurate, initio, shell"
physics,42,"response, domain, speed, ferroelectric, sound, drive, arm, divertor, frequency, impulse, oct, pitch, birefringence, heat_flux, marker, tone, biomarker, shield, nusselt, responsivity"
physics,43,"space, earth, solar, observation, solar_wind, orbit, mission, sun, satellite, sim, telescope, spacecraft, core, planet, cme, inner, planetary, approx, anomaly, astronomical"
physics,44,"algorithm, numerical, scheme, optimization, computational, accuracy, efficient, order, code, grid, step, dynamic, multi, solver, accurate, efficiency, computation, space, error, optimal"
physics,45,"detector, sensor, resolution, detection, test, measurement, event, readout, particle, design, prototype, pixel, array, module, efficiency, signal, datum, track, neutrino, rate"
physics,46,"information, theory, event, physical, law, entropy, measure, principle, complexity, interpretation, hypothesis, variable, possible, statistical, criterion, assumption, causal, phenomenon, nature, probability"
physics,47,"phase, temperature, transition, thermal, thermodynamic, equilibrium, heat, critical, energy, dynamic, regime, relaxation, non_equilibrium, entropy, behavior, change, order, fluctuation, macroscopic, density"
physics,48,"plasma, particle, electron, density, shock, ion, magnetic_field, instability, acceleration, kinetic, mode, transport, region, energy, effect, mhd, drift, velocity, flux, magnetic"
physics,49,"field, theory, particle, mass, gravitational, gravity, energy, space, relativistic, momentum, motion, force, classical, electromagnetic, gauge, vector, universe, tensor, scalar, vacuum"
