subject,topic_id,window,win_start,win_end,top_words,n_words
cs,2,2020–2025,2020,2025,"modal, visual, image, text, clip, language, vision, vqa, captioning, multimodal, answering, attention, captions, mllms, question, vlms, caption, questions, reasoning, scene",20
cs,3,2000–2005,2000,2005,"observable, markov, optimal, partially, policies, policy, bayes, combinations, decision, departs, economy, evaluating, grep, iteration, leq, market, markovian, optimizing, pomdps, principle, puck, reinforcement, respond, reward, tr, tx, ty, unichain, universe, value, vaps, viewpoint, worlds",33
cs,3,2005–2010,2005,2010,"iteration, optimal, reward, approximation, arbitrary, ascendants, branch, combinations, control, convergent, cycle, dbns, decision, discounted, entropic, evaluating, extension, function, infinity, instantiation, inverse, leq, limit, linear, lq, lqg, markov, mdps, mountain, observable, optimism, partially, phidbn, phimdp, phimdps, policies, policy, reference, respond, rl, sarsa, stochastic, td, tree, unichain, universe, us",47
cs,3,2010–2015,2010,2015,"policy, markov, empowerment, epsilon, iteration, mdps, value, adp, arcade, atari, average, capi, dec, decision, etd, expectation, exploration, fodds, fscs, limit, lsst, optimal, overestimations, policies, pomdps, precondition, processes, ps, psrl, psrs, regret, reinforcement, relational, relaxation, risk, rpvf, spaces, sqrt, stick",39
cs,3,2015–2020,2015,2020,"learning, policy, reinforcement, exploration, reward, atari, policies, rewards, rl, actor, critic, function, gradient, value, agent, dec, difference, etd, fscs, hirl, lstd, overestimations, predictron, replay, risk, rpvf, stick, successor, td",29
cs,3,2020–2025,2020,2025,"learning, policy, reinforcement, reward, rl, offline, exploration, policies, value, action, agent, critic, mdps, environment, function, gradient, meta, rewards",18
cs,4,2000–2005,2000,2005,"logic, programming, programs, semantics, program, termination, logics, disjunctive, abstract, answer, calculus, computability, default, dlp, fixpoint, founded, fragment, haskell, induction, isabelle, kleene, lambda, moded, negation, nonmonotonic, propositional, ps, rules, traversal, type, typed, valued",32
cs,4,2005–2010,2005,2010,"logic, calculus, lambda, proof, semantics, logics, programs, termination, alogtime, atr, coinduction, confluence, dlp, ebs, gipsy, haskell, induction, innermost, intensional, kleene, modal, moded, noetherian, outermost, program, programming, ptss, rewriting, sharp, smodels, sn, stit, suspension, trs, unification, valued",36
cs,4,2010–2015,2010,2015,"logic, lambda, calculus, programs, proof, logics, type, semantics, theory, types, atoms, autoepistemic, bigwedge, ebs, elementary, inductive, innermost, lambek, modal, monad, monads, order, ornaments, outermost, programming, proofs, reiter, rewriting, s1, sequent, term, termination, theorem, trs, valued",35
cs,4,2015–2020,2015,2020,"logic, type, calculus, proof, semantics, calculi, lambda, logics, proofs, theory, typed, types, abstract, algebraic, algebras, cal, equivalence, homotopy, mathrm, modal, monad, monads, oo, optics, order, programming, programs, pv, rm, sequent, subtyping, vdash",32
cs,4,2020–2025,2020,2025,"logic, semantics, type, calculus, logics, proof, proofs, theory, category, modal, rust, types, algebraic, algebras, calculi, equational, haskell, intuitionistic, mathsf, nc, optics, programs, propositional, sequent, theories",25
cs,5,2000–2005,2000,2005,"recommender, artifact, centric, connection, evaluating, filtering, grew, hammock, jump, jumps, movie, people, recommendation, relating, systems, ultimately, vacuum, viewpoint, what",19
cs,5,2005–2010,2005,2010,"filtering, collaborative, matrix, movielens, rating, recommendation, recommender, bear, cf, channel, choices, cold, commerce, completion, decay, eachmovie, feed, imp, jester, mn, mp, multidimensional, nectarss, netflix, newsitems, overload, peer, peoples, predictors, preferences, ranking, represents, rss, selforganizing, slope, ssnr, tags, tastes, tests, user",40
cs,5,2010–2015,2010,2015,"collaborative, filtering, recommendation, users, recommender, user, cf, cold, recommendations, bandit, decay, defs, friendship, genres, granule, iid, imp, item, items, judgments, link, mbti, membership, meta, mining, mp, netflix, online, playlist, preference, preferences, profiles, ranking, ratings, recommenders, recommending, social, soundtrack, ssnr, tags, trust",41
cs,5,2015–2020,2015,2020,"recommendation, recommendations, recommender, users, item, items, user, collaborative, filtering, playlist, cold, factorization, interests, link, matrix, metafeatures, movie, news, preferences, ranking, start",21
cs,5,2020–2025,2020,2025,"item, items, recommendation, recommendations, recommender, user, users, preferences, cold, session, systems, collaborative, contrastive, ctr, interests, llm, personalized, preference, start",19
cs,6,2000–2005,2000,2005,"protein, proteins, rna, alleles, amino, binding, brian, chains, cluster, editing, editors, eiav, environmentally, evolutionary, expresso, foldings, frequencies, gene, genetic, genomes, genomic, gleaned, hayes, hiv, hla, hydrophilic, lengths, loblolly, microarray, monomers, oligomer, orfs, peptide, phenotypic, pine, rev, rocha, sequence, sites, snp, structure, toolbox, trait, triplet, unassembled, understandings, unique",47
cs,6,2005–2010,2005,2010,"atomic, genes, protein, alleles, binding, borgoo, bsq, chet, cluster, columns, conformational, coregulated, density, dna, eiav, electron, expression, forms, frost, functional, geerlings, gpcr, gpcrs, haplotype, hiv, hla, kinetic, kiwi, microarray, molecules, olfactory, opsm, or1d2, or1d4, or1d5, proft, proteins, ptp, receptors, recognizer, relativistic, repressed, repression, rev, rna, rows, sites, structure, subcellular, subspace, tempering, threading, tietz, trees, twig, weizsacker, yeast",57
cs,6,2010–2015,2010,2015,"protein, acid, amino, gene, genes, proteins, adrs, allele, aminoacid, cancer, codon, conformational, contact, cup, database, dna, enzymatic, folding, genetic, gpcr, gpcrs, grn, gwggi, haplotype, hydrophobic, immunology, inmaca, maca, mapping, microbial, minsu, mirna, mrna, multitask, mutagenesis, nucleotide, odse, olfactory, or1d2, or1d4, or1d5, phycmap, rdat, receptors, recognizer, regulatory, rmdb, rna, secondary, siesta, snrnasm, transcriptional",52
cs,6,2015–2020,2015,2020,"gene, protein, drug, molecular, chemical, molecules, proteins, cancer, drugs, genes, prediction, binding, chromatin, cmnmf, codon, discovery, dna, esboost, expression, folding, genetic, genomic, gwggi, idti, microbial, molecule, multitask, odse, phenotype, rna, scoring, smiles, transcription, viral",34
cs,6,2020–2025,2020,2025,"discovery, drug, molecular, molecules, prediction, protein, chemical, molecule, gene, materials, drugs, proteins, cov, crystal, mirna, sars, structures",17
cs,7,2000–2005,2000,2005,,0
cs,7,2005–2010,2005,2010,"kernel, bag, clouds, dealt, embedding, factorizations, graphs, implicit, invariances, jects, kernels, ob, path, point, recursions, reserved, shape, simplifications, skeletonization",19
cs,7,2010–2015,2010,2015,"graph, kernels, aliasing, arma, bipartite, chebychev, classifier, constructing, dictionaries, dictionary, discriminative, downsampling, eigenvectors, ensemble, eta, feature, fga, filterbanks, filters, functional, graphs, grouping, interestingness, labelled, lgc, multilabel, nnlrs, node, perfect, perfectly, regularization, relational, samples, signals, sparse, sparsely, spectral, subgraph, subgraphs, uncertain, unlabelled, vario, wavelet, weakly, wvrn",45
cs,7,2015–2020,2015,2020,"graph, graphs, node, embedding, networks, nodes, arma, filters, network, signal, signals, bandlimited, classification, curvilinear, denoising, embeddings, gcn, gcns, gnns, graphblas, graphconnect, grouping, labelled, learning, link, neural, node2vec, nsgfbs, perfectly, representation, representations, samples, semi, shift, spectral, structure, unlabelled, weakly",38
cs,7,2020–2025,2020,2025,"gnns, graph, graphs, networks, neural, node, nodes, gnn, learning, embedding, gcn, contrastive, gcns, passing, representation, structural",16
cs,8,2000–2005,2000,2005,,0
cs,8,2005–2010,2005,2010,"adversarial, adversary, algorithmically, cavity, distinguishable, factorial, negated, satisfiability, thermodynamic, unsatisfiable",10
cs,8,2010–2015,2010,2015,"adversarial, adversary, algorithmically, cavity, distinguishable, examples, explaining, explanation, factorial, intentionally, intriguing, maxout, misclassify, negated, nonlinearity, outputting, satisfiability, thermodynamic, unsatisfiable",19
cs,8,2015–2020,2015,2020,"adversarial, examples, perturbations, attack, attacks, box, defense, robustness, against, robust, autoencoders, black, contractive, datagrad, deepcloak, defenses, explaining, explanation, images, intentionally, intriguing, jpg, maxout, misclassify, networks, neural, nonlinearity, outputting, phenomenon, tilting, training",31
cs,8,2020–2025,2020,2025,"adversarial, attack, attacks, perturbations, robust, robustness, defense, examples, against, box, transferability, training, ell",13
cs,9,2000–2005,2000,2005,"parallel, mpi, reconfigurable, arrays, asynchronous, ata, cache, cluster, commands, constraint, defragmentation, defragmenting, desynchronization, disk, disks, g2, grids, infiniband, intel, io, jefferson, lattice, linux, machines, massively, misses, mpd, mpich, mpich2, multicomputers, netbsd, noncontiguous, openmosix, openmp, pcs, processors, pvfs, raid, rdma, routing, sata, simd, simulations, stencil, surface, systolic, texmacs, unix, vme, vth, width, wilkinson",52
cs,9,2005–2010,2005,2010,"parallel, reconfigurable, tmr, arithm, arrays, cell, cores, cpus, cuda, cycle, de, defragmentation, defragmenting, des, disk, disks, en, fastflow, flottante, fpga, fragmentation, gals, gf, gppc, gpu, graphiques, inlining, les, machines, mathematica, matrix, memory, mems, multicore, multinoc, multiplication, nipals, octave, ox, parallelism, parallelization, pca, placements, powerxcell, processor, qpace, rapidmind, routing, run, srtw, texmacs, threading, tips, transaction, vth",55
cs,9,2010–2015,2010,2015,"parallel, memory, gpus, gpu, cache, cores, cpus, cuda, mpi, multicore, parallelization, altgx, amr, application, avx, bus, computing, cpu, dsls, epiphany, fastflow, flash, gputx, hardware, lattice, mathematica, matlab, parallelism, pcm, pgas, processing, processor, rapidmind, rdma, ssds, sse, starpu, threading, uvm",39
cs,9,2015–2020,2015,2020,"memory, performance, gpu, hardware, cache, dram, parallel, core, cpu, fpga, gpus, hpc, mpi, nvm, ssds, application, applications, bsf, code, computing, cores, dpm, intel, mathematica, matrix, misses, multicore, multiplication, parallelization, rdma, xeon",31
cs,9,2020–2025,2020,2025,"gpu, memory, cpu, gpus, hardware, performance, dram, fpga, mpi, cxl, pim, workloads, applications, cache, compiler, computing, core, cuda, energy, fpgas, host, hpc, latency, nvm, storage",25
cs,10,2000–2005,2000,2005,"channel, rescaled, acoustical, allpass, bimachine, blindly, cepstra, cepstral, channels, compiler, converts, delay, dependent, deterministic, enclosure, excitation, filter, flexible, fst, inhomogenieties, instrument, normalization, normalize, opposed, parameterization, rectangular, rescaling, resonances, reverberations, rule, series, signal, speech, subtraction, transducer, transformations, unaffected, unrescaled",38
cs,10,2005–2010,2005,2010,"array, bss, choose, delays, discussed, entropy, excitation, fd, filter, filtering, glottal, manifold, minima, mixing, particle, pitch, realized, recognition, rife, sections, segment, segmented, speech, stationary, syllabic, syllable, synthesis, tdoa, tracking, voiced",30
cs,10,2010–2015,2010,2015,"sound, array, separation, signal, abci, acoustic, animal, atlantic, auditory, baud, bci, bengali, binaural, birdsong, bpsk, choose, circular, cocktail, command, convolutive, deed, delays, drr, electrode, filter, filtering, frequencies, godard, hydrophones, itd, linearly, manifold, mathrm, microphone, microphones, modulated, modulus, multichannel, north, particle, polarity, ponent, reflected, rife, signals, sounds, species, speech, stimuli, tdoa, tonotopic, tracking, ultrasonic, vbap, whale",55
cs,10,2015–2020,2015,2020,"acoustic, audio, separation, speech, enhancement, sound, source, nmf, noise, singing, speaker, voice, animal, bioacoustics, bird, celp, cocktail, conversion, convolutional, directional, drr, dwpt, electrode, itd, mathrm, microphone, mnn, scanning, species, tonotopic, upcalls",31
cs,10,2020–2025,2020,2025,"acoustic, audio, sound, speaker, speech, voice, enhancement, separation, tts, conversion, auditory, microphone, pitch, singing, spectrogram, synthesis, vocoder",17
cs,11,2000–2005,2000,2005,"anyone, company, email, ends, instantaneously, money, payment, paypal, recipients, send",10
cs,11,2005–2010,2005,2010,"electronic, payment, card, cash, coins, contrary, countries, credit, developing, double, eg, incorporation, p2p, party, peer, prevention, spending, third",18
cs,11,2010–2015,2010,2015,"bitcoin, transaction, banking, protocol, bitcoins, blind, blindcoin, coin, colluding, crypto, currencies, double, electronic, grading, merchants, miners, mixers, mixing, operational, pattern, peercensus, refund, risk, rsa, secure, selfish, signature, spending, stake, token, transactions, trust, trustworthiness, tset",34
cs,11,2015–2020,2015,2020,"bitcoin, blockchain, transaction, transactions, contracts, blockchains, consensus, smart, ethereum, beacon, blind, blindcoin, byzcoin, coin, contract, currency, decentralized, double, economic, iot, ledger, ledgers, miners, mining, mixers, mixing, money, payment, protocols, rsa, selfish, signature, spending",33
cs,11,2020–2025,2020,2025,"blockchain, contracts, ethereum, smart, transaction, transactions, bitcoin, blockchains, contract, decentralized, chain, consensus, iot, ledger, mev, security, technology",17
cs,12,2000–2005,2000,2005,"ambitious, automation, automobile, cybercars, european, infrastructures, interurban, last, meet, transport",10
cs,12,2005–2010,2005,2010,"actual, ambitious, automation, automobile, cars, congestions, cybercars, enabled, european, flow, infrastructures, interurban, last, meet, merging, priority, proactive, sensor, traffic, transport",20
cs,12,2010–2015,2010,2015,"driving, test, accidents, analyse, autonomous, braking, car, crash, cruise, defence, driver, drivers, euroncap, instrument, intersections, journey, labview, light, lights, logistics, maneuvers, manual, organizing, paperless, ranges, rear, safe, sdse, semi, skill, street, system, technological, tolerance, traffic, vehicle, vehicles, vut",38
cs,12,2015–2020,2015,2020,"driving, autonomous, car, traffic, trajectory, vehicle, vehicles, av, driver, lane, maneuvers, agent, avs, behavior, braking, cars, control, departure, drivers, euroncap, maeb, pedestrians, planning, prediction, racing, ranges, road, safe, safety, steering, test, tlc, tolerance, utilitarian, vut, warning, will",37
cs,12,2020–2025,2020,2025,"autonomous, driving, traffic, trajectory, vehicle, vehicles, prediction, safety, driver, lane, pedestrian, scenarios, av, behavior, control, drl, end, planning, road, trajectories",20
cs,13,2000–2005,2000,2005,"capacity, channels, fading, transmit, antenna, antennas, channel, mimo, orthogonal, psk, qstbc, receiver, snr, textnormal, transmitter, trellis",16
cs,13,2005–2010,2005,2010,"channel, mimo, antennas, diversity, fading, channels, feedback, rate, receiver, snr, transmit, decoding, dmt, multiplexing, transmitter, antenna, bc, capacity, csi, csit, interference, mmse, relay, stbc, trellis",25
cs,13,2010–2015,2010,2015,"channel, interference, mimo, antennas, antenna, csit, channels, fading, feedback, massive, ofdm, precoding, scheme, snr, bc, capacity, cell, csi, dmt, dof, downlink, mmse, multiplexing, papr, receiver, signaling, slm, transmit",28
cs,13,2015–2020,2015,2020,"antenna, channel, massive, mimo, antennas, interference, precoding, noma, beamforming, cell, downlink, ofdm, uplink, bit, dof, orthogonal, otfs, power, rf, transmit",20
cs,13,2020–2025,2020,2025,"channel, mimo, massive, otfs, precoding, antenna, noma, cell, downlink, interference, modulation, multiple, ofdm, pilot, power, rsma, afdm, chirp, mmimo, multiplexing, oam, oddm, orthogonal, slp, transmit",25
cs,14,2000–2005,2000,2005,,0
cs,14,2005–2010,2005,2010,,0
cs,14,2010–2015,2010,2015,"agents, approximate, bayesian, broken, decentralized, dependencies, destroy, inference, local, posteriors",10
cs,14,2015–2020,2015,2020,"client, clients, communication, devices, distributed, federated, fl, learning, privacy, server, updates, computation, dc, dof, edge, fml, ftl, intermediate, local, low, mobile, rank, requisite, setting, shuffling, sketched, update, utmost, where",29
cs,14,2020–2025,2020,2025,"clients, federated, fl, learning, privacy, client, communication, local, server, devices, global, heterogeneity, aggregation, data, distributed, edge, heterogeneous, iid",18
cs,15,2000–2005,2000,2005,"accelerated, adaptable, animation, catadioptric, hardware, illumination, locate, modulate, plane, rasterization, rendering, sensistivity, shadow, spatiotemporal, stencil, stenciled, telephony, visual, volume, volumes",20
cs,15,2005–2010,2005,2010,"adaptable, animation, directx, electronic, freiburg, graphics, illumination, kind, laboratory, libraries, locate, mapping, modulate, notebook, opengl, osci, plot, polarimetric, polarization, reflectance, rendering, retexture, scientificc, sensistivity, spatiotemporal, speckle, spectrometry, telephony, texturing, visual",30
cs,15,2010–2015,2010,2015,"light, camera, materials, radiance, reflectance, albedo, approximation, bsdf, capture, careful, daylighting, depth, derivatives, dialux, dibr, diffusion, directx, distortion, encoding, field, flux, fresnel, graphics, hidden, kind, libraries, lighting, lytro, mapping, material, media, multispectral, multiview, normals, opengl, photometric, pigmentation, plot, renderings, retexture, scattering, scientificc, shading, shape, skies, skin, spherical, stereo, texture, texturing, tof, transport, vignetting, window",54
cs,15,2015–2020,2015,2020,"light, view, scene, albedo, depth, field, illumination, image, images, lighting, material, rendering, surface, synthesis, 3vqm, brdf, bssrdf, camera, disparity, incidence, intrinsic, liff, lithium, lytro, materials, niobate, perpendicular, polarization, projection, reflectance, relighting, sfp, shading, shape, spherical, subsurface, tof, views, vignetting, vrte",40
cs,15,2020–2025,2020,2025,"rendering, scene, view, 3d, scenes, nerf, radiance, light, reconstruction, gaussian, illumination, splatting, 3dgs, fields, geometry, gs, images, implicit, lighting, neural, reflectance, relighting, spherical, synthesis",24
cs,16,2000–2005,2000,2005,"bivalve, bivalvia, identification, immunological, larvae, maturities, planktonic, scallop, seed, shellfish",10
cs,16,2005–2010,2005,2010,"binary, categorize, catogery, class, classification, combination, cover, ecoc, feature, fish, fishes, geometrical, gravitropism, land, multiclass, mutants, parameter, phenotypic, phenotyping, plant, poison, root, seedlings, segmentation, selection, sudden, svms, traits, vs, wild",30
cs,16,2010–2015,2010,2015,"sar, classification, leaf, plant, aerial, ape, attain, autofocus, bioclimatic, cognitive, convolutional, covariates, cs, diversity, fao, flower, fractal, gravitropism, hyper, imagery, imaging, kpca, labellum, land, latur, layer, mf, moments, mutants, nyquist, orchid, pft, phenotypic, phenotyping, plants, radar, radial, rcm, recognizing, remote, root, seedlings, semap, sensing, shape, sudden, terrain, toidentify, traits, uncompensated, unsupervised, vein, veins, vhr, wild",55
cs,16,2015–2020,2015,2020,"images, remote, crop, classification, plant, sar, species, aerial, convolutional, image, sensing, speckle, underwater, yield, aperture, berry, buds, despeckling, foliar, forest, fruit, hyper, imagery, kpca, land, layer, leaf, leaves, satellite, segmentation, sonar, understory, unsupervised, vhr",34
cs,16,2020–2025,2020,2025,"crop, imagery, species, images, remote, sar, plant, underwater, satellite, sensing, agricultural, bigearthnet, classification, dataset, deep, detection, grapevine, land, leaves, monitoring, segmentation, sentinel, wheat",23
cs,17,2000–2005,2000,2005,"degree, topology, internet, bgp, law, networks, attachment, ba, centrality, chemicals, club, complex, const, correlations, cutoff, disassortative, distribution, equivalent, faloutsos, free, gamma, governed, growth, hereafter, hyperlinks, ig, laws, links, mechanics, node, note, out, percolation, phenomenon, power, preferential, push, quoted, reviewing, rich, routers, scale, statistical, tier, topologies, traceroute, ultraresilience, web, whois",49
cs,17,2005–2010,2005,2010,"degree, internet, networks, topology, centrality, network, pages, structure, topologies, ass, bgp, communities, complex, const, core, crosstalk, dcxdcx, distribution, facts, free, gnutella, hidden, hyperbolic, interlinks, intervertex, kk, modularity, netevo, node, nodes, phenomena, pinning, poisson, pp, properties, renormalization, scale, scatter, similarity, small, synchronizability, topological, ulam, web, webpages, whois, www",47
cs,17,2010–2015,2010,2015,"communities, network, networks, nodes, centrality, community, degree, node, structure, complex, core, crosstalk, dcxdcx, hyperbolic, law, link, multiplex, nestedness, overlapping, pagerank, percolation, poisson, pp, properties, random, social, triangles",27
cs,17,2015–2020,2015,2020,"centrality, community, network, networks, communities, degree, node, nodes, structure, graphs, link, betweenness, detectability, graph, indices, kirchhoff, multilayer, multiplex, overlapping, pagerank, percolation, periphery, random",23
cs,17,2020–2025,2020,2025,"communities, community, network, networks, node, nodes, centrality, graph, degree, centralities, centralization, detection, graphs, hypergraphs, layer, link, louvain, modularity, pagerank, random, social, transitivity, troika",23
cs,18,2000–2005,2000,2005,,0
cs,18,2005–2010,2005,2010,,0
cs,18,2010–2015,2010,2015,"attacks, hacking, herein, intelligently, penetration, planning, pomdp, pomdps, scanning, testing",10
cs,18,2015–2020,2015,2020,"adversarial, examples, toxic, advexpander, attack, attacker, attacking, attacks, character, deceiving, defender, defensive, disp, freelb, gem, google, instantaneously, natural, perspective, perturbations, phrase, phrases, subtly, text, toxicity, victim, website",27
cs,18,2020–2025,2020,2025,"adversarial, attack, attacks, backdoor, llms, prompt, safety, harmful, jailbreak, language, llm, nlp, robustness, advexpander, attacker, attacking, bert, defender, defense, examples, freelb, infobert, models, natural, perturbations, poison, prefix, substitution, text, textual, unlearning, victim",32
cs,19,2000–2005,2000,2005,"artist, blend, damaged, fur, grass, hair, hairstyle, makeover, patches, photorealistic",10
cs,19,2005–2010,2005,2010,,0
cs,19,2010–2015,2010,2015,"pose, human, joint, motion, 2d, 3d, animation, animations, anthropometric, anthropometry, body, character, combined, completion, databases, de, design, erd, estimation, exemplar, gear, guesswork, helmets, holistic, ik, kinect, lai2011motion, latent, leeds, lsp, markerless, noising, parts, performer, poses, posing, prevails, recurrent, representative, shapes, simple, styles, tree, variabilities",44
cs,19,2015–2020,2015,2020,"body, motion, pose, human, 3d, estimation, person, joint, 2d, articulated, cloth, clothing, deformable, dpgmm, erd, exemplar, gmc, hair, hbpe, holistic, ironing, kinect, motions, mpii, people, recurrent, shape, smpl, trgmc, wrinkles, xae",31
cs,19,2020–2025,2020,2025,"3d, body, human, motion, pose, avatar, clothing, estimation, garment, shape, avatars, diffusion, generation, mesh, person, clothed, garments, motions, rendering, smpl",20
cs,20,2000–2005,2000,2005,"feedforward, ann, anns, backpropagation, brief, diffused, discussed, dummies, fired, generalization, induction, might, networks, neural, nonlinear, people, presented, weight, who",19
cs,20,2005–2010,2005,2010,"ann, assumption, channels, correlated, densely, diffused, evolves, exhaustive, feedforward, fired, functional, haar, incremental, inputs, matrix, might, mlp, mlps, multilayer, networks, neural, nonlinear, nontrivial, offered, pattern, perceptron, perceptrons, periodically, permit, piecewise, presented, processed, projection, separation, shall, space, sub, undesirable, vector, weight",40
cs,20,2010–2015,2010,2015,"back, networks, neurons, perceptron, propagation, bp, conditions, cp, credit, curvature, deep, diagonal, dropout, dropping, ea, feed, feedforward, forward, functions, hessian, hidden, hinton, hjb, losing, lost, matrices, neural, outputs, piecewise, salakhutdinov, spns, stochastic, unbiased, vincent, weight",35
cs,20,2015–2020,2015,2020,"networks, deep, neural, activation, relu, dropout, regularization, descent, functions, gradient, layer, layers, normalization, back, batch, bn, conditions, credit, feed, forward, function, generalization, hjb, mathbf, ntk, paths, propagation, spns, statistics, subnetworks, width",31
cs,20,2020–2025,2020,2025,"activation, layer, networks, neural, relu, deep, descent, gradient, width, functions, generalization, normalization, function, grokking, network, ntk, varphi",17
cs,21,2000–2005,2000,2005,"speech, word, accuracy, against, articulatory, competitive, csr, determining, discovery, dutch, elitist, flemish, formants, graphemes, hmm, hypotheses, incremental, inversion, lattice, oov, phoneme, phonetic, plotted, principled, procedure, pronunciation, repairs, size, sounds, statistical, target, tests, trading, transcribed, unsupervised, vocabulary, vowel, vowels",38
cs,21,2005–2010,2005,2010,"speech, hmm, articulatory, attains, bfcc, blstm, classifiers, coefficients, combination, ctc, de, elitist, formants, hesitations, hmms, inversion, la, linguistique, mfcc, misrecognized, obtained, phoneme, phonemes, phonetic, published, recognition, recurrent, rplp, sounds, statistical, timit, transcript, transcription, transcripts, vowel, vowels, zha",37
cs,21,2010–2015,2010,2015,"speech, recognition, acoustic, asr, corpus, dnn, hmm, phoneme, accent, alignments, analogy, ann, arabic, assisted, bayesian, bfcc, blstm, bpo, british, cmu, coefficients, confusions, eesen, grounds, hmms, kaldi, listener, mfcc, motor, nettalk, nine, pba, pdnn, phonemes, pronounce, pronunciation, pronunciations, punjabi, recipes, recurrent, rplp, size, speakers, sphinx3, spoken, statistical, words, zha",48
cs,21,2015–2020,2015,2020,"recognition, speech, acoustic, asr, word, ctc, end, wer, e2e, phoneme, phonetic, recurrent, articulation, blstm, bpo, confusions, corpus, dnn, eesen, filterbanks, hmm, lstm, phonemes, polyglot, pooling, rescoring, rnn, sequence, voicing",29
cs,21,2020–2025,2020,2025,"asr, recognition, speech, automatic, end, languages, acoustic, ctc, multilingual, wer, e2e, language, translation, whisper, blank, encoder, librispeech, phoneme, pronunciation, rescoring, rnn, st, word",23
cs,22,2000–2005,2000,2005,"calculations, carrier, clusters, differentiated, extension, gnss, gps, impoverished, integer, ionospheric, localization, localizes, mcl, nonvanishing, positioning, posterior, realizations, robot, samples, symmetrical",20
cs,22,2005–2010,2005,2010,"calculations, carrier, differentiated, gnss, gps, integer, ionospheric, nonvanishing, positioning, realizations",10
cs,22,2010–2015,2010,2015,"tracking, absolute, alignment, body, bsd, cluster, degeneracy, egomotion, fiducials, flight, fuzzy, gps, hfmt, imu, industrial, ira, keyframes, lags, laser, lasers, laserscan, localization, ls, messages, mht, mobile, motion, multicamera, ouc, pointclouds, position, rigid, ros, scanners, scans, sensors, slam, technique, unitarily",39
